Ring-necked duck Male,0.9537484049797058,1792,1089,1898,1160
Not a bird,0.926356852054596,2351,1227,2439,1297
Shoveler_Male,0.9136354923248291,2227,1087,2330,1152
Ring-necked duck Male,0.9102900624275208,1943,1036,2043,1100
Not a bird,0.8830147981643677,79,1251,194,1335
Not a bird,0.7741222977638245,943,282,1023,402
Not a bird,0.6877829432487488,3756,3271,3818,3344
Not a bird,0.6636894345283508,96,650,163,753
Not a bird,0.6585819125175476,4092,469,4167,562
Not a bird,0.6335184574127197,921,-6,1006,78
Gadwall,0.6293794512748718,383,162,505,246
Shoveler_Male,0.567897617816925,706,976,777,1075
Gadwall,0.5585378408432007,831,86,971,171
Gadwall,0.5382946729660034,410,222,532,305
Not a bird,0.5193614959716797,1980,2545,2033,2616
Not a bird,0.4886529743671417,103,1552,217,1657
Not a bird,0.484149694442749,1292,1520,1355,1592
Not a bird,0.47050514817237854,3774,667,3847,761
Not a bird,0.46339327096939087,2991,3444,3050,3526
Not a bird,0.4476042091846466,4666,2696,4749,2783
Not a bird,0.43325120210647583,579,138,667,248
Not a bird,0.40325868129730225,3941,-1,4014,44
Not a bird,0.3849451541900635,479,535,570,627
Not a bird,0.33728209137916565,5220,-1,5302,71
Not a bird,0.3306210935115814,2838,1959,2915,2037
Not a bird,0.3167124092578888,3877,263,3932,317
Not a bird,0.312793493270874,1824,1489,1917,1576
Not a bird,0.3110540509223938,5170,1963,5273,2054
Not a bird,0.3067438304424286,2973,18,3036,65
